ticker,exchange,eps_pct_diff_surp,asof_date,act_rpt_code
O,NYSE,1.33,2017-04-25,AMC
PII,NYSE,7.14,2017-04-25,BTO
TRN,NYSE,7.14,2017-04-25,AMC
CB,NYSE,1.64,2017-04-25,AMC
TUP,NYSE,7.45,2017-04-25,BTO
JNPR,NYSE,9.68,2017-04-25,AMC
BKU,NYSE,1.79,2017-04-25,BTO
XRX,NYSE,-6.25,2017-04-25,BTO
AI,NYSE,4.76,2017-04-25,AMC
LPT,NYSE,3.45,2017-04-25,BTO
VLO,NYSE,13.33,2017-04-25,BTO
ASH,NYSE,6.21,2017-04-25,AMC
LMT,NYSE,8.7,2017-04-25,BTO
SPGI,NYSE,15.71,2017-04-25,BTO
MSA,NYSE,16.0,2017-04-25,AMC
PHM,NYSE,10.71,2017-04-25,BTO
TECK,NYSE,-15.38,2017-04-25,BTO
HT,NYSE,30.43,2017-04-25,AMC
TSS,NYSE,8.22,2017-04-25,AMC
SVU,NYSE,44.44,2017-04-25,BTO
R,NYSE,-2.38,2017-04-25,BTO
PEI,NYSE,-5.41,2017-04-25,AMC
FCX,NYSE,-11.76,2017-04-25,BTO
DFS,NYSE,0.7,2017-04-25,AMC
EAT,NYSE,10.59,2017-04-25,BTO
WIT,NYSE,7.69,2017-04-25,DMT
AXE,NYSE,9.0,2017-04-25,BTO
LLY,NYSE,2.08,2017-04-25,BTO
UHS,NYSE,1.94,2017-04-25,AMC
WSO,NYSE,-14.1,2017-04-25,BTO
ATI,NYSE,45.45,2017-04-25,BTO
SAP,NYSE,-19.3,2017-04-26,None
KMT,NYSE,39.53,2017-04-25,AMC
TX,NYSE,64.2,2017-04-25,AMC
CIT,NYSE,3.85,2017-04-25,BTO
MC,NYSE,28.57,2017-04-25,AMC
RAD,NYSE,100.0,2017-04-25,BTO
SPN,NYSE,3.28,2017-04-25,AMC
SXT,NYSE,3.8,2017-04-25,AMC
FR,NYSE,-2.7,2017-04-25,AMC
BHI,NYSE,80.95,2017-04-25,BTO
WAT,NYSE,9.77,2017-04-25,BTO
DD,NYSE,18.84,2017-04-25,BTO
NVS,NYSE,2.73,2017-04-26,None
TRU,NYSE,5.56,2017-04-25,BTO
MCD,NYSE,11.36,2017-04-25,BTO
MDR,NYSE,700.0,2017-04-25,BTO
CAT,NYSE,106.45,2017-04-25,BTO
FOE,NYSE,24.0,2017-04-25,AMC
CHSP,NYSE,13.89,2017-04-25,AMC
DDR,NYSE,3.45,2017-04-25,AMC
X,NYSE,-359.38,2017-04-25,AMC
MMM,NYSE,4.35,2017-04-25,BTO
VVV,NYSE,5.71,2017-04-25,AMC
ST,NYSE,4.41,2017-04-25,BTO
CVA,NYSE,-76.19,2017-04-25,AMC
NTB,NYSE,12.9,2017-04-25,AMC
ROK,NYSE,10.71,2017-04-26,BTO
VNTV,NYSE,3.28,2017-04-26,BTO
KN,NYSE,60.0,2017-04-26,AMC
PKG,NYSE,2.42,2017-04-26,AMC
EIG,NYSE,11.76,2017-04-26,AMC
WPG,NYSE,5.0,2017-04-26,AMC
OSK,NYSE,2.7,2017-04-26,BTO
TEL,NYSE,10.19,2017-04-26,BTO
NYCB,NYSE,-8.7,2017-04-26,BTO
CVE,NYSE,-300.0,2017-04-27,None
NBR,NYSE,-44.12,2017-04-26,AMC
ETR,NYSE,-6.6,2017-04-27,None
FBR,NYSE,-29.63,2017-04-27,None
SCI,NYSE,26.67,2017-04-26,AMC
PSA,NYSE,-3.7,2017-04-26,AMC
KRA,NYSE,34.78,2017-04-26,AMC
CNO,NYSE,9.68,2017-04-26,AMC
SUP,NYSE,-16.22,2017-04-26,BTO
EVR,NYSE,6.6,2017-04-26,BTO
TMO,NYSE,2.97,2017-04-26,BTO
BAX,NYSE,13.73,2017-04-26,BTO
KS,NYSE,-31.82,2017-04-26,AMC
CMO,NYSE,17.65,2017-04-26,AMC
KRC,NYSE,-4.71,2017-04-26,AMC
EFX,NYSE,2.13,2017-04-26,AMC
CHE,NYSE,2.25,2017-04-26,AMC
FSB,NYSE,1.75,2017-04-26,AMC
ESRT,NYSE,5.0,2017-04-26,AMC
CRY,NYSE,80.0,2017-04-26,AMC
UFI,NYSE,35.14,2017-04-26,BTO
NOV,NYSE,15.0,2017-04-26,AMC
OC,NYSE,39.34,2017-04-26,BTO
RJF,NYSE,15.32,2017-04-26,AMC
AXS,NYSE,-27.16,2017-04-26,AMC
AVB,NYSE,-0.95,2017-04-26,AMC
PEP,NYSE,3.3,2017-04-26,BTO
BCO,NYSE,39.02,2017-04-26,BTO
ANTM,NYSE,21.56,2017-04-26,BTO
GGG,NYSE,40.0,2017-04-26,AMC
WCN,NYSE,7.25,2017-04-26,AMC
SJW,NYSE,-18.18,2017-04-26,AMC
HES,NYSE,2.73,2017-04-26,BTO
TRK,NYSE,-50.0,2017-04-26,BTO
CPAC,NYSE,-45.45,2017-04-27,None
GRA,NYSE,7.94,2017-04-26,BTO
RES,NYSE,133.33,2017-04-26,BTO
QSR,NYSE,2.86,2017-04-26,BTO
STNG,NYSE,12.5,2017-04-26,AMC
CAJ,NYSE,87.5,2017-04-27,None
STT,NYSE,10.0,2017-04-26,BTO
EXR,NYSE,5.1,2017-04-26,AMC
VR,NYSE,-18.8,2017-04-26,AMC
TWTR,NYSE,68.75,2017-04-26,BTO
ALK,NYSE,0.96,2017-04-26,BTO
SAM,NYSE,73.08,2017-04-26,AMC
WRE,NYSE,2.33,2017-04-26,AMC
UNM,NYSE,2.0,2017-04-26,AMC
CPF,NYSE,5.0,2017-04-26,BTO
UTX,NYSE,6.47,2017-04-26,BTO
WLL,NYSE,31.82,2017-04-26,AMC
XL,NYSE,8.7,2017-04-26,AMC
SC,NYSE,11.11,2017-04-26,BTO
PB,NYSE,2.06,2017-04-26,BTO
KRG,NYSE,2.0,2017-04-26,AMC
NOW,NYSE,-12.5,2017-04-26,AMC
BA,NYSE,5.24,2017-04-26,BTO
WRK,NYSE,14.89,2017-04-26,BTO
FBHS,NYSE,15.22,2017-04-26,AMC
TER,NYSE,15.79,2017-04-26,AMC
FCAU,NYSE,12.2,2017-04-26,BTO
GD,NYSE,6.9,2017-04-26,BTO
ALSN,NYSE,48.57,2017-04-26,AMC
FIX,NYSE,-20.0,2017-04-26,AMC
BCE,NYSE,1.54,2017-04-26,BTO
PG,NYSE,2.13,2017-04-26,BTO
IR,NYSE,7.55,2017-04-26,BTO
SIX,NYSE,4.55,2017-04-26,BTO
AXTA,NYSE,8.33,2017-04-26,BTO
HUN,NYSE,50.0,2017-04-26,BTO
CFR,NYSE,4.92,2017-04-26,BTO
CDE,NYSE,33.33,2017-04-26,AMC
DTE,NYSE,14.01,2017-04-26,BTO
MHO,NYSE,44.74,2017-04-26,BTO
KEX,NYSE,-1.92,2017-04-26,AMC
RGC,NYSE,-11.11,2017-04-26,AMC
DPS,NYSE,5.21,2017-04-26,BTO
ETH,NYSE,-14.81,2017-04-26,AMC
GG,NYSE,122.22,2017-04-26,AMC
LVS,NYSE,6.45,2017-04-26,AMC
SSW,NYSE,15.38,2017-04-26,AMC
MAA,NYSE,1.39,2017-04-26,AMC
NWE,NYSE,6.6,2017-04-26,AMC
NOC,NYSE,25.17,2017-04-26,BTO
AF,NYSE,-14.29,2017-04-26,AMC
EURN,NYSE,22.22,2017-04-27,None
HF,NYSE,61.29,2017-04-26,AMC
AHL,NYSE,36.21,2017-04-26,AMC
TYL,NYSE,1.35,2017-04-26,AMC
TPH,NYSE,-37.5,2017-04-26,BTO
TKR,NYSE,27.91,2017-04-26,BTO
VAR,NYSE,1.14,2017-04-26,AMC
OII,NYSE,60.0,2017-04-26,AMC
CSLT,NYSE,-22.22,2017-04-26,AMC
CSV,NYSE,-8.16,2017-04-26,AMC
AWH,NYSE,-18.46,2017-04-26,AMC
OIS,NYSE,-21.43,2017-04-26,AMC
FTI,NYSE,115.15,2017-04-26,AMC
NSC,NYSE,9.63,2017-04-26,BTO
HSY,NYSE,3.97,2017-04-26,BTO
AVY,NYSE,6.73,2017-04-26,BTO
DRE,NYSE,10.34,2017-04-26,AMC
LM,NYSE,46.03,2017-04-26,AMC
MPX,NYSE,15.38,2017-04-26,BTO
ASGN,NYSE,7.02,2017-04-26,AMC
LEA,NYSE,8.1,2017-04-26,BTO
CUBI,NYSE,14.52,2017-04-26,AMC
KOF,NYSE,129.51,2017-04-26,BTO
MKL,NYSE,-32.37,2017-04-26,AMC
APH,NYSE,7.58,2017-04-26,BTO
QEP,NYSE,33.33,2017-04-26,AMC
WYN,NYSE,2.7,2017-04-26,BTO
ROG,NYSE,47.37,2017-04-26,AMC
FE,NYSE,9.86,2017-04-27,AMC
ENVA,NYSE,7.89,2017-04-27,AMC
MTH,NYSE,33.33,2017-04-27,BTO
RS,NYSE,7.04,2017-04-27,BTO
IVZ,NYSE,8.93,2017-04-27,BTO
VC,NYSE,24.46,2017-04-27,BTO
CMRE,NYSE,9.52,2017-04-27,AMC
NOK,NYSE,-25.0,2017-04-28,None
BVN,NYSE,66.67,2017-04-27,AMC
TCO,NYSE,3.37,2017-04-27,AMC
SU,NYSE,60.87,2017-04-27,AMC
ALLE,NYSE,5.8,2017-04-27,BTO
PH,NYSE,13.44,2017-04-27,BTO
VVI,NYSE,94.12,2017-04-27,AMC
FPO,NYSE,4.55,2017-04-27,AMC
NWHM,NYSE,200.0,2017-04-27,BTO
DST,NYSE,14.17,2017-04-27,BTO
CRS,NYSE,37.5,2017-04-27,BTO
USG,NYSE,-19.57,2017-04-27,BTO
DLX,NYSE,7.76,2017-04-27,BTO
IRM,NYSE,-5.88,2017-04-27,BTO
UAA,NYSE,75.0,2017-04-27,BTO
NR,NYSE,75.0,2017-04-27,AMC
MGM,NYSE,46.15,2017-04-27,BTO
LAZ,NYSE,3.75,2017-04-27,BTO
UA,NYSE,75.0,2017-04-27,BTO
ATEN,NYSE,-20.0,2017-04-27,AMC
LUV,NYSE,-1.61,2017-04-27,BTO
HZO,NYSE,-35.29,2017-04-27,BTO
DRQ,NYSE,66.67,2017-04-27,BTO
MGP,NYSE,2.08,2017-04-27,BTO
TMST,NYSE,-33.33,2017-04-27,AMC
LLL,NYSE,14.36,2017-04-27,BTO
EQM,NYSE,-1.45,2017-04-27,BTO
GWB,NYSE,-3.23,2017-04-27,BTO
STM,NYSE,-14.29,2017-04-28,None
BBD,NYSE,12.5,2017-04-28,None
INT,NYSE,-13.46,2017-04-27,AMC
TMHC,NYSE,7.14,2017-04-27,BTO
VCRA,NYSE,9.52,2017-04-27,AMC
HLS,NYSE,7.69,2017-04-27,AMC
CTB,NYSE,-17.39,2017-04-27,BTO
WNS,NYSE,5.41,2017-04-27,BTO
STAY,NYSE,25.0,2017-04-27,BTO
AEM,NYSE,100.0,2017-04-27,AMC
OFC,NYSE,2.17,2017-04-27,AMC
GLOP,NYSE,-6.9,2017-04-27,BTO
GIMO,NYSE,25.0,2017-04-27,AMC
POT,NYSE,80.0,2017-04-27,BTO
UPS,NYSE,1.54,2017-04-27,BTO
AOS,NYSE,6.38,2017-04-27,BTO
APAM,NYSE,4.0,2017-04-27,AMC
KKR,NYSE,30.0,2017-04-27,BTO
FICO,NYSE,6.85,2017-04-27,AMC
ORI,NYSE,12.5,2017-04-27,BTO
AMT,NYSE,4.64,2017-04-27,BTO
MJN,NYSE,-2.44,2017-04-27,BTO
MAC,NYSE,3.57,2017-04-27,AMC
CLF,NYSE,-168.75,2017-04-27,BTO
CUZ,NYSE,13.33,2017-04-27,AMC
SUI,NYSE,2.8,2017-04-27,BTO
CRR,NYSE,-11.93,2017-04-27,BTO
FTV,NYSE,5.26,2017-04-27,AMC
CNHI,NYSE,33.33,2017-04-27,BTO
I,NYSE,-123.08,2017-04-27,BTO
RSG,NYSE,3.77,2017-04-27,AMC
AJG,NYSE,2.56,2017-04-27,AMC
BSX,NYSE,-3.33,2017-04-27,BTO
BBW,NYSE,325.0,2017-04-27,BTO
UFS,NYSE,45.45,2017-04-27,BTO
APD,NYSE,3.62,2017-04-27,BTO
RGA,NYSE,-11.85,2017-04-27,AMC
NEWM,NYSE,-81.82,2017-04-27,BTO
PFG,NYSE,8.55,2017-04-27,AMC
DPZ,NYSE,8.62,2017-04-27,BTO
FET,NYSE,12.5,2017-04-27,AMC
CAA,NYSE,14.81,2017-04-27,AMC
NAP,NYSE,-12.0,2017-04-27,BTO
OAK,NYSE,10.26,2017-04-27,BTO
HIG,NYSE,-1.96,2017-04-27,AMC
ATR,NYSE,2.67,2017-04-27,AMC
BC,NYSE,2.44,2017-04-27,BTO
AVT,NYSE,2.33,2017-04-27,BTO
CRI,NYSE,16.87,2017-04-27,BTO
CSTM,NYSE,44.44,2017-04-27,BTO
TOT,NYSE,6.32,2017-04-27,BTO
UTL,NYSE,2.33,2017-04-27,BTO
F,NYSE,14.71,2017-04-28,None
BMY,NYSE,16.67,2017-04-27,BTO
SWN,NYSE,5.88,2017-04-27,AMC
DOW,NYSE,5.05,2017-04-27,BTO
ZBH,NYSE,0.95,2017-04-27,BTO
MPC,NYSE,700.0,2017-04-27,BTO
RDN,NYSE,-13.95,2017-04-27,BTO
ALLY,NYSE,-2.04,2017-04-27,BTO
GHL,NYSE,-71.43,2017-04-27,AMC
UAN,NYSE,-350.0,2017-04-27,BTO
TDC,NYSE,5.26,2017-04-27,BTO
BWA,NYSE,8.33,2017-04-27,BTO
PF,NYSE,8.7,2017-04-27,BTO
SFE,NYSE,-103.77,2017-04-27,BTO
FCN,NYSE,-43.33,2017-04-27,BTO
ESV,NYSE,66.67,2017-04-27,AMC
BMS,NYSE,-10.77,2017-04-27,BTO
CXP,NYSE,3.7,2017-04-27,AMC
EQT,NYSE,-2.22,2017-04-27,BTO
DLR,NYSE,2.04,2017-04-27,AMC
XEL,NYSE,-6.0,2017-04-27,BTO
SSD,NYSE,-14.29,2017-04-27,AMC
ESS,NYSE,1.73,2017-04-27,AMC
MMC,NYSE,9.09,2017-04-27,BTO
PX,NYSE,3.01,2017-04-27,BTO
ABBV,NYSE,1.59,2017-04-27,BTO
FCFS,NYSE,15.25,2017-04-27,BTO
PRLB,NYSE,15.0,2017-04-27,BTO
RTN,NYSE,7.45,2017-04-27,BTO
LEG,NYSE,5.08,2017-04-27,AMC
AFL,NYSE,3.09,2017-04-27,AMC
SPG,NYSE,-0.72,2017-04-27,BTO
AIT,NYSE,20.97,2017-04-27,BTO
EGO,NYSE,-66.67,2017-04-27,AMC
ABG,NYSE,6.04,2017-04-27,BTO
FSS,NYSE,16.67,2017-04-27,BTO
COR,NYSE,5.61,2017-04-27,BTO
WST,NYSE,9.09,2017-04-27,BTO
IP,NYSE,7.14,2017-04-27,BTO
VALE,NYSE,-14.58,2017-04-28,None
CBG,NYSE,30.3,2017-04-27,BTO
MCS,NYSE,6.45,2017-04-27,BTO
SCG,NYSE,-13.14,2017-04-27,BTO
EMN,NYSE,5.17,2017-04-27,AMC
AB,NYSE,4.55,2017-04-27,BTO
WCC,NYSE,5.56,2017-04-27,BTO
POL,NYSE,11.32,2017-04-27,BTO
CPG,NYSE,1000.0,2017-04-27,BTO
LRN,NYSE,61.54,2017-04-27,AMC
DFT,NYSE,1.32,2017-04-27,BTO
CWT,NYSE,-60.0,2017-04-27,BTO
SERV,NYSE,-10.53,2017-04-27,BTO
AEP,NYSE,-1.03,2017-04-27,BTO
ELLI,NYSE,-50.0,2017-04-27,AMC
CSL,NYSE,4.0,2017-04-27,AMC
CBZ,NYSE,4.65,2017-04-27,BTO
LUK,NYSE,11.94,2017-04-27,AMC
HP,NYSE,-17.5,2017-04-27,BTO
GRUB,NYSE,26.32,2017-04-27,BTO
PEB,NYSE,10.2,2017-04-27,AMC
AZN,NYSE,160.53,2017-04-28,None
EQGP,NYSE,4.55,2017-04-27,BTO
CVRR,NYSE,1400.0,2017-04-27,BTO
EME,NYSE,29.41,2017-04-27,BTO
UNP,NYSE,7.32,2017-04-27,BTO
FAF,NYSE,19.05,2017-04-27,BTO
FII,NYSE,4.26,2017-04-27,AMC
TRI,NYSE,18.87,2017-04-28,BTO
BEN,NYSE,10.45,2017-04-28,BTO
VTR,NYSE,1.96,2017-04-28,BTO
ADNT,NYSE,2.46,2017-04-28,BTO
COG,NYSE,21.43,2017-04-28,BTO
CL,NYSE,1.52,2017-04-28,BTO
VNCE,NYSE,-200.0,2017-04-28,BTO
LYB,NYSE,-3.0,2017-04-29,None
CIR,NYSE,-8.57,2017-04-28,BTO
HMC,NYSE,123.81,2017-04-28,BTO
BSAC,NYSE,9.52,2017-04-27,AMC
MTRN,NYSE,3.57,2017-04-28,BTO
SYF,NYSE,-17.57,2017-04-28,BTO
XOM,NYSE,11.76,2017-04-28,BTO
WFT,NYSE,-3.23,2017-04-28,BTO
HRC,NYSE,11.39,2017-04-28,BTO
HW,NYSE,23.53,2017-04-28,AMC
B,NYSE,18.33,2017-04-28,BTO
MOG.A,NYSE,3.53,2017-04-28,BTO
PEG,NYSE,9.52,2017-04-28,BTO
PSXP,NYSE,-7.69,2017-04-28,BTO
APO,NYSE,30.16,2017-04-28,BTO
AAN,NYSE,21.21,2017-04-28,BTO
PFS,NYSE,5.71,2017-04-28,BTO
AGCO,NYSE,88.24,2017-04-28,BTO
HST,NYSE,12.82,2017-04-28,BTO
AMX,NYSE,65.62,2017-04-27,None
ALV,NYSE,8.55,2017-04-28,BTO
CPN,NYSE,-88.24,2017-04-28,BTO
ROP,NYSE,5.5,2017-04-28,BTO
VLP,NYSE,-1.37,2017-04-28,BTO
GM,NYSE,17.24,2017-04-29,None
WY,NYSE,22.22,2017-04-28,BTO
RCL,NYSE,7.61,2017-04-28,BTO
PSX,NYSE,1766.67,2017-04-28,BTO
SNY,NYSE,4.11,2017-04-29,None
FMX,NYSE,-20.97,2017-04-29,None
CVX,NYSE,65.88,2017-04-28,BTO
PNM,NYSE,12.0,2017-04-28,BTO
GPI,NYSE,-10.53,2017-04-28,BTO
BRX,NYSE,1.92,2017-05-01,AMC
SNE,NYSE,171.43,2017-04-29,None
BCRH,NYSE,-7.84,2017-05-01,AMC
CNA,NYSE,10.13,2017-05-01,BTO
PLT,NYSE,10.91,2017-05-01,BTO
RYAM,NYSE,-21.05,2017-05-01,AMC
ARE,NYSE,1.37,2017-05-01,AMC
BWXT,NYSE,27.91,2017-05-01,AMC
EDR,NYSE,7.14,2017-05-01,BTO
APU,NYSE,-22.22,2017-05-01,AMC
AWI,NYSE,-5.17,2017-05-01,BTO
NBLX,NYSE,13.24,2017-05-01,AMC
NSP,NYSE,-0.59,2017-05-01,BTO
HCLP,NYSE,-133.33,2017-05-01,AMC
DNB,NYSE,6.74,2017-05-01,AMC
THC,NYSE,49.06,2017-05-01,AMC
MUSA,NYSE,11.11,2017-05-01,AMC
INST,NYSE,12.0,2017-05-01,AMC
RTEC,NYSE,9.09,2017-05-01,AMC
QTS,NYSE,4.92,2017-05-01,AMC
AMG,NYSE,1.26,2017-05-01,BTO
FLS,NYSE,25.0,2017-05-01,AMC
FLT,NYSE,2.91,2017-05-01,AMC
EIX,NYSE,23.6,2017-05-01,AMC
CYH,NYSE,33.33,2017-05-01,AMC
SKT,NYSE,1.75,2017-05-01,AMC
MCY,NYSE,-63.64,2017-05-01,BTO
NRZ,NYSE,-5.26,2017-05-01,BTO
L,NYSE,31.82,2017-05-01,BTO
NBL,NYSE,61.54,2017-05-01,AMC
UGI,NYSE,2.34,2017-05-01,AMC
DO,NYSE,41.67,2017-05-01,BTO
NPO,NYSE,-6.38,2017-05-01,AMC
TBI,NYSE,75.0,2017-05-01,AMC
KWR,NYSE,12.38,2017-05-01,AMC
HVT,NYSE,21.74,2017-05-01,AMC
CHGG,NYSE,50.0,2017-05-01,AMC
CBT,NYSE,2.35,2017-05-01,AMC
APTS,NYSE,5.88,2017-05-01,AMC
CIM,NYSE,-12.07,2017-05-01,AMC
CMS,NYSE,9.23,2017-05-01,BTO
OGS,NYSE,5.88,2017-05-01,AMC
VNO,NYSE,-13.6,2017-05-01,AMC
BWP,NYSE,11.9,2017-05-01,BTO
CAH,NYSE,4.79,2017-05-01,BTO
CC,NYSE,53.06,2017-05-01,AMC
RNR,NYSE,-40.1,2017-05-02,AMC
PRO,NYSE,19.05,2017-05-02,AMC
HYH,NYSE,11.63,2017-05-02,BTO
ECA,NYSE,175.0,2017-05-02,BTO
SHO,NYSE,20.0,2017-05-02,AMC
AJX,NYSE,-2.13,2017-05-02,AMC
EPR,NYSE,-3.36,2017-05-02,AMC
WGP,NYSE,-10.26,2017-05-02,AMC
OSB,NYSE,-35.56,2017-05-02,BTO
XYL,NYSE,-5.13,2017-05-02,BTO
AET,NYSE,14.83,2017-05-02,BTO
WES,NYSE,-98.08,2017-05-02,AMC
GVA,NYSE,-140.0,2017-05-02,BTO
PES,NYSE,9.09,2017-05-02,BTO
RPAI,NYSE,7.69,2017-05-02,AMC
PAYC,NYSE,18.92,2017-05-02,AMC
ALL,NYSE,57.69,2017-05-02,AMC
HY,NYSE,83.33,2017-05-02,BTO
KAI,NYSE,25.0,2017-05-02,AMC
AAT,NYSE,-6.38,2017-05-02,AMC
CPS,NYSE,16.6,2017-05-02,AMC
RM,NYSE,16.07,2017-05-02,AMC
PFE,NYSE,2.99,2017-05-02,BTO
HUBS,NYSE,33.33,2017-05-02,AMC
WDR,NYSE,-7.14,2017-05-02,BTO
SMG,NYSE,-5.12,2017-05-02,BTO
PLNT,NYSE,18.75,2017-05-02,AMC
HBI,NYSE,3.57,2017-05-02,AMC
ARCH,NYSE,15.38,2017-05-02,BTO
RDC,NYSE,-46.15,2017-05-02,BTO
ECL,NYSE,-1.23,2017-05-02,BTO
EPC,NYSE,8.04,2017-05-02,BTO
OKE,NYSE,-8.89,2017-05-02,AMC
WG,NYSE,-38.1,2017-05-02,AMC
SHOP,NYSE,31.82,2017-05-02,BTO
NXRT,NYSE,2.38,2017-05-03,None
HLT,NYSE,35.71,2017-05-02,BTO
TSE,NYSE,6.61,2017-05-02,AMC
PKE,NYSE,-7.14,2017-05-02,BTO
GEO,NYSE,8.51,2017-05-02,BTO
FIS,NYSE,4.88,2017-05-02,BTO
QUOT,NYSE,33.33,2017-05-02,AMC
TNET,NYSE,50.0,2017-05-02,AMC
KGC,NYSE,100.0,2017-05-02,AMC
AMRC,NYSE,-300.0,2017-05-02,BTO
SPB,NYSE,-5.56,2017-05-02,BTO
LL,NYSE,-10.53,2017-05-02,BTO
WTW,NYSE,80.0,2017-05-02,AMC
HEP,NYSE,-34.69,2017-05-02,BTO
MA,NYSE,7.45,2017-05-02,BTO
DAN,NYSE,65.79,2017-05-02,BTO
DGI,NYSE,-100.0,2017-05-02,AMC
CMI,NYSE,30.39,2017-05-02,BTO
SQNS,NYSE,25.0,2017-05-02,BTO
CVS,NYSE,6.36,2017-05-02,BTO
OMI,NYSE,-2.38,2017-05-02,AMC
IPI,NYSE,-66.67,2017-05-02,BTO
OLN,NYSE,-50.0,2017-05-02,AMC
WNR,NYSE,35.71,2017-05-02,BTO
GLT,NYSE,5.41,2017-05-02,BTO
ETN,NYSE,10.34,2017-05-02,BTO
EARN,NYSE,8.16,2017-05-02,AMC
COH,NYSE,4.55,2017-05-02,BTO
PNW,NYSE,40.0,2017-05-02,BTO
CNX,NYSE,54.55,2017-05-02,BTO
WLK,NYSE,57.5,2017-05-02,BTO
LDL,NYSE,29.82,2017-05-02,AMC
PCG,NYSE,27.71,2017-05-02,BTO
AIZ,NYSE,23.84,2017-05-02,AMC
DIN,NYSE,1.67,2017-05-02,BTO
GWR,NYSE,-18.46,2017-05-02,BTO
TOWR,NYSE,26.67,2017-05-02,BTO
OKS,NYSE,-5.0,2017-05-02,AMC
WEC,NYSE,5.66,2017-05-02,BTO
SXI,NYSE,-10.91,2017-05-02,BTO
ARI,NYSE,-16.33,2017-05-02,AMC
FTS,NYSE,-7.02,2017-05-02,BTO
BDX,NYSE,3.14,2017-05-02,BTO
BP,NYSE,21.05,2017-05-03,None
DVA,NYSE,-3.66,2017-05-02,AMC
NRG,NYSE,-26.83,2017-05-02,BTO
AHH,NYSE,4.0,2017-05-02,BTO
EPD,NYSE,12.5,2017-05-02,BTO
CNXC,NYSE,-9.09,2017-05-01,AMC
BBG,NYSE,38.46,2017-05-02,AMC
STAG,NYSE,2.5,2017-05-02,AMC
RSPP,NYSE,14.29,2017-05-02,AMC
TEX,NYSE,266.67,2017-05-02,AMC
WU,NYSE,-12.5,2017-05-02,AMC
SM,NYSE,150.0,2017-05-02,AMC
AME,NYSE,5.26,2017-05-02,BTO
NFX,NYSE,26.67,2017-05-02,AMC
OZM,NYSE,250.0,2017-05-02,BTO
HCP,NYSE,6.25,2017-05-02,BTO
RHP,NYSE,4.27,2017-05-02,BTO
BYD,NYSE,6.67,2017-05-02,AMC
ERJ,NYSE,-23.53,2017-05-02,BTO
APC,NYSE,-130.77,2017-05-02,AMC
MO,NYSE,-1.35,2017-05-02,BTO
MOH,NYSE,157.89,2017-05-02,AMC
DVN,NYSE,2.5,2017-05-02,AMC
CEQP,NYSE,-166.67,2017-05-02,BTO
MRK,NYSE,6.02,2017-05-02,BTO
FMC,NYSE,-23.21,2017-05-02,AMC
CSU,NYSE,66.67,2017-05-02,AMC
IPHI,NYSE,4.55,2017-05-02,AMC
ACRE,NYSE,-7.69,2017-05-02,BTO
LCI,NYSE,-11.49,2017-05-02,AMC
COTV,NYSE,13.79,2017-05-02,AMC
PJT,NYSE,26.67,2017-05-02,BTO
MLM,NYSE,8.06,2017-05-02,BTO
PBI,NYSE,5.88,2017-05-02,BTO
WNRL,NYSE,-38.89,2017-05-02,BTO
COP,NYSE,-300.0,2017-05-03,None
GDDY,NYSE,125.0,2017-05-02,AMC
MOS,NYSE,-78.95,2017-05-02,BTO
RPT,NYSE,2.94,2017-05-02,AMC
FDP,NYSE,-28.21,2017-05-02,BTO
AWR,NYSE,6.25,2017-05-02,AMC
ADM,NYSE,-1.64,2017-05-02,BTO
GNW,NYSE,31.82,2017-05-02,AMC
INGR,NYSE,3.87,2017-05-03,BTO
BEP,NYSE,150.0,2017-05-03,BTO
CLR,NYSE,-33.33,2017-05-03,AMC
CMP,NYSE,46.51,2017-05-03,AMC
RICE,NYSE,-50.0,2017-05-03,AMC
ITUB,NYSE,3.57,2017-05-03,DMT
EXTN,NYSE,123.21,2017-05-03,AMC
VSH,NYSE,21.74,2017-05-03,BTO
MTOR,NYSE,-2.78,2017-05-03,BTO
Q,NYSE,6.32,2017-05-03,BTO
NUS,NYSE,4.08,2017-05-03,AMC
NAO,NYSE,7.41,2017-05-02,BTO
BANC,NYSE,-3.57,2017-05-03,BTO
S,NYSE,-75.0,2017-05-03,BTO
CXO,NYSE,58.06,2017-05-03,AMC
CACI,NYSE,11.03,2017-05-03,AMC
AVA,NYSE,20.0,2017-05-03,BTO
CPK,NYSE,-19.86,2017-05-03,BTO
ASC,NYSE,40.0,2017-05-03,BTO
SUM,NYSE,-4.17,2017-05-03,BTO
JCAP,NYSE,71.43,2017-05-03,AMC
EL,NYSE,24.66,2017-05-03,BTO
NCI,NYSE,3.85,2017-05-03,BTO
GKOS,NYSE,200.0,2017-05-03,AMC
PK,NYSE,1.59,2017-05-03,AMC
AIG,NYSE,22.52,2017-05-03,AMC
NOA,NYSE,35.29,2017-05-02,AMC
CTL,NYSE,-1.89,2017-05-03,AMC
FLOW,NYSE,-133.33,2017-05-03,BTO
TAP,NYSE,-41.98,2017-05-03,BTO
DNOW,NYSE,34.78,2017-05-03,BTO
WPZ,NYSE,94.29,2017-05-03,AMC
ENBL,NYSE,44.44,2017-05-03,BTO
HSC,NYSE,450.0,2017-05-03,BTO
NGVT,NYSE,2.08,2017-05-03,AMC
SO,NYSE,13.79,2017-05-03,BTO
HFC,NYSE,-72.73,2017-05-03,BTO
